file,result,dimensions,label
fs4712.jpg,"[[0.11372549 0.11372549 0.11372549 ... 0.23529412 0.23529412 0.23529412]
 [0.11372549 0.11372549 0.11372549 ... 0.23529412 0.23529412 0.23529412]
 [0.11372549 0.11372549 0.11372549 ... 0.23921569 0.23921569 0.23921569]
 ...
 [0.7254902  0.7254902  0.72941176 ... 0.76078431 0.76078431 0.76078431]
 [0.73333333 0.73333333 0.73333333 ... 0.74509804 0.74901961 0.74901961]
 [0.73333333 0.73333333 0.73333333 ... 0.7372549  0.74117647 0.74117647]]","(299, 474)",0
fs4373.jpg,"[[0.66666667 0.66666667 0.66666667 ... 0.74117647 0.74117647 0.74117647]
 [0.66666667 0.66666667 0.66666667 ... 0.74117647 0.74117647 0.74117647]
 [0.66666667 0.66666667 0.66666667 ... 0.7372549  0.74117647 0.74117647]
 ...
 [1.         1.         0.98823529 ... 1.         1.         1.        ]
 [1.         1.         0.99607843 ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]]","(280, 400)",0
fs4405.jpg,"[[0.23921569 0.23921569 0.23529412 ... 0.21568627 0.18039216 0.16470588]
 [0.23921569 0.23529412 0.23529412 ... 0.21568627 0.18431373 0.16862745]
 [0.23921569 0.23921569 0.23921569 ... 0.21568627 0.18823529 0.17254902]
 ...
 [0.5254902  0.5254902  0.5254902  ... 0.50980392 0.50588235 0.50588235]
 [0.5254902  0.5254902  0.5254902  ... 0.50980392 0.50588235 0.50588235]
 [0.5254902  0.5254902  0.5254902  ... 0.50980392 0.50588235 0.50588235]]","(168, 299)",0
fs4521.jpg,"[[0.26666667 0.26666667 0.26666667 ... 0.11764706 0.12156863 0.12156863]
 [0.26666667 0.26666667 0.27058824 ... 0.11764706 0.12156863 0.12156863]
 [0.26666667 0.27058824 0.2745098  ... 0.11764706 0.12156863 0.12156863]
 ...
 [0.55686275 0.54901961 0.53333333 ... 0.31372549 0.31372549 0.31372549]
 [0.57254902 0.56862745 0.55294118 ... 0.29019608 0.29019608 0.29019608]
 [0.57647059 0.57254902 0.56078431 ... 0.29411765 0.29411765 0.29411765]]","(219, 398)",0
fs4286.jpg,"[[0.6745098  0.6745098  0.67058824 ... 0.29803922 0.30980392 0.31764706]
 [0.6745098  0.67058824 0.67058824 ... 0.29803922 0.30588235 0.30980392]
 [0.67058824 0.67058824 0.66666667 ... 0.29411765 0.29411765 0.29803922]
 ...
 [0.70588235 0.70980392 0.71764706 ... 0.66666667 0.66666667 0.6627451 ]
 [0.70980392 0.71372549 0.72156863 ... 0.67058824 0.67058824 0.67058824]
 [0.70980392 0.71764706 0.7254902  ... 0.67058824 0.6745098  0.6745098 ]]","(266, 400)",0
fs4140.jpg,"[[0.12941176 0.1254902  0.12941176 ... 0.0745098  0.0745098  0.0745098 ]
 [0.12941176 0.1254902  0.12941176 ... 0.0745098  0.0745098  0.0745098 ]
 [0.12941176 0.12941176 0.12941176 ... 0.0745098  0.0745098  0.0745098 ]
 ...
 [0.74509804 0.74509804 0.74901961 ... 0.69803922 0.69803922 0.69803922]
 [0.74509804 0.74509804 0.74509804 ... 0.69803922 0.69803922 0.69803922]
 [0.74509804 0.74509804 0.74509804 ... 0.70196078 0.69803922 0.69803922]]","(266, 400)",0
fs4191.jpg,"[[0.3254902  0.3254902  0.3254902  ... 0.29803922 0.29803922 0.29803922]
 [0.3254902  0.3254902  0.3254902  ... 0.30196078 0.30196078 0.30196078]
 [0.3254902  0.3254902  0.3254902  ... 0.30196078 0.30196078 0.30196078]
 ...
 [0.56078431 0.56078431 0.56470588 ... 0.57254902 0.57254902 0.57254902]
 [0.56078431 0.56470588 0.56470588 ... 0.57254902 0.57254902 0.57254902]
 [0.56078431 0.56470588 0.56470588 ... 0.57254902 0.57254902 0.57254902]]","(240, 401)",0
fs4257.jpg,"[[0.4745098  0.4745098  0.46666667 ... 0.50588235 0.50980392 0.51372549]
 [0.47058824 0.47058824 0.46666667 ... 0.50196078 0.50588235 0.50980392]
 [0.4627451  0.4627451  0.45490196 ... 0.49411765 0.50196078 0.50196078]
 ...
 [0.91372549 0.90196078 0.87058824 ... 0.99607843 0.99607843 0.99607843]
 [0.91764706 0.90196078 0.86666667 ... 0.99607843 0.99607843 0.99607843]
 [0.92156863 0.90196078 0.86666667 ... 1.         1.         1.        ]]","(266, 400)",0
fs4769.jpg,"[[0.09019608 0.09019608 0.08627451 ... 0.04313725 0.04705882 0.04705882]
 [0.09019608 0.09019608 0.08627451 ... 0.04313725 0.04705882 0.04705882]
 [0.09019608 0.09019608 0.08627451 ... 0.04313725 0.04705882 0.04705882]
 ...
 [1.         1.         0.99607843 ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]]","(280, 400)",0
fs4308.jpg,"[[0.24705882 0.24705882 0.24705882 ... 0.29019608 0.28627451 0.28627451]
 [0.24705882 0.24705882 0.24705882 ... 0.29019608 0.28627451 0.28627451]
 [0.25098039 0.25098039 0.25098039 ... 0.29019608 0.29019608 0.29019608]
 ...
 [0.56862745 0.56862745 0.57254902 ... 0.49411765 0.49803922 0.49803922]
 [0.56470588 0.56470588 0.56862745 ... 0.50196078 0.50196078 0.50196078]
 [0.56470588 0.56470588 0.56862745 ... 0.50196078 0.50196078 0.50196078]]","(375, 597)",0
fs4526.jpg,"[[0.25098039 0.25098039 0.25098039 ... 0.28235294 0.28235294 0.28235294]
 [0.25098039 0.25098039 0.25098039 ... 0.28235294 0.28235294 0.28235294]
 [0.25098039 0.25098039 0.25098039 ... 0.28235294 0.28235294 0.28235294]
 ...
 [0.67058824 0.66666667 0.65882353 ... 0.50588235 0.42352941 0.39215686]
 [0.67843137 0.67843137 0.67843137 ... 0.50588235 0.41960784 0.39215686]
 [0.69019608 0.69019608 0.69411765 ... 0.50588235 0.41960784 0.39215686]]","(253, 400)",0
fs4147.jpg,"[[0.32156863 0.32156863 0.32156863 ... 0.4        0.4        0.4       ]
 [0.32156863 0.32156863 0.32156863 ... 0.4        0.4        0.4       ]
 [0.32156863 0.32156863 0.32156863 ... 0.4        0.4        0.4       ]
 ...
 [0.75294118 0.74901961 0.74901961 ... 0.61568627 0.61568627 0.63137255]
 [0.75294118 0.74901961 0.74901961 ... 0.70980392 0.70980392 0.71372549]
 [0.74901961 0.74901961 0.74901961 ... 0.73333333 0.74117647 0.74117647]]","(300, 400)",0
fs4631.jpg,"[[0.5372549  0.5372549  0.5372549  ... 0.47058824 0.47058824 0.47058824]
 [0.5372549  0.5372549  0.53333333 ... 0.47058824 0.47058824 0.46666667]
 [0.53333333 0.53333333 0.52941176 ... 0.47058824 0.46666667 0.46666667]
 ...
 [0.98039216 0.98039216 0.98039216 ... 0.95686275 0.95686275 0.95686275]
 [0.98431373 0.98431373 0.98431373 ... 0.96470588 0.96470588 0.96470588]
 [0.98431373 0.98431373 0.98431373 ... 0.96862745 0.96862745 0.96862745]]","(768, 1024)",0
fs4196.jpg,"[[0.29019608 0.30196078 0.31764706 ... 0.3254902  0.31764706 0.31372549]
 [0.30196078 0.31372549 0.33333333 ... 0.34509804 0.3372549  0.33333333]
 [0.31764706 0.33333333 0.35686275 ... 0.37254902 0.36470588 0.36078431]
 ...
 [0.60784314 0.63529412 0.67843137 ... 0.52156863 0.51764706 0.51372549]
 [0.58823529 0.61568627 0.6627451  ... 0.49803922 0.49411765 0.49019608]
 [0.57647059 0.60392157 0.65490196 ... 0.48627451 0.48235294 0.47843137]]","(260, 400)",0
fs4250.jpg,"[[0.42352941 0.42352941 0.42352941 ... 0.14901961 0.14901961 0.15294118]
 [0.41176471 0.41176471 0.41176471 ... 0.12941176 0.13333333 0.13333333]
 [0.39607843 0.39607843 0.4        ... 0.10980392 0.10980392 0.10980392]
 ...
 [0.77254902 0.77254902 0.77254902 ... 0.71764706 0.72941176 0.7372549 ]
 [0.77647059 0.77254902 0.77254902 ... 0.72156863 0.72941176 0.7372549 ]
 [0.77647059 0.77647059 0.76862745 ... 0.72156863 0.72941176 0.7372549 ]]","(240, 426)",0
fs4402.jpg,"[[0.23921569 0.23921569 0.23529412 ... 0.25098039 0.25098039 0.25098039]
 [0.23921569 0.23921569 0.23529412 ... 0.25098039 0.25098039 0.25098039]
 [0.23921569 0.23921569 0.23921569 ... 0.25098039 0.25098039 0.25098039]
 ...
 [0.65882353 0.65882353 0.6627451  ... 0.65098039 0.70980392 0.74509804]
 [0.65882353 0.6627451  0.66666667 ... 0.67058824 0.72941176 0.76078431]
 [0.65882353 0.6627451  0.67058824 ... 0.7254902  0.77647059 0.8       ]]","(168, 300)",0
fs4306.jpg,"[[0.20784314 0.20784314 0.20784314 ... 0.1372549  0.1372549  0.1372549 ]
 [0.20784314 0.20784314 0.20784314 ... 0.1372549  0.1372549  0.1372549 ]
 [0.20784314 0.20784314 0.20784314 ... 0.14117647 0.14117647 0.14117647]
 ...
 [0.61960784 0.61568627 0.61176471 ... 0.30980392 0.31372549 0.31372549]
 [0.61960784 0.61568627 0.61176471 ... 0.31372549 0.31372549 0.31372549]
 [0.61960784 0.61568627 0.60784314 ... 0.31372549 0.31372549 0.31372549]]","(240, 437)",0
fs4802.jpg,"[[0.11372549 0.11372549 0.11372549 ... 0.4        0.40392157 0.40392157]
 [0.11372549 0.10980392 0.11372549 ... 0.4        0.40392157 0.40392157]
 [0.10980392 0.10980392 0.10980392 ... 0.4        0.40392157 0.40392157]
 ...
 [0.85098039 0.85098039 0.84705882 ... 0.80392157 0.80392157 0.80392157]
 [0.85098039 0.85098039 0.84705882 ... 0.80392157 0.80392157 0.80392157]
 [0.85098039 0.84705882 0.84705882 ... 0.80392157 0.80392157 0.80392157]]","(267, 400)",0
fs4528.jpg,"[[0.23529412 0.23529412 0.23529412 ... 0.26666667 0.26666667 0.26666667]
 [0.23529412 0.23529412 0.23529412 ... 0.26666667 0.26666667 0.26666667]
 [0.23529412 0.23529412 0.23529412 ... 0.26666667 0.27058824 0.27058824]
 ...
 [0.41568627 0.41568627 0.41568627 ... 0.43137255 0.44313725 0.45098039]
 [0.41960784 0.41960784 0.41960784 ... 0.42352941 0.43137255 0.43529412]
 [0.42352941 0.42352941 0.42352941 ... 0.42352941 0.42745098 0.42745098]]","(182, 300)",0
fs4149.jpg,"[[0.29019608 0.29019608 0.29019608 ... 0.32941176 0.3254902  0.32156863]
 [0.29019608 0.29019608 0.29019608 ... 0.32941176 0.3254902  0.3254902 ]
 [0.29019608 0.29019608 0.29019608 ... 0.33333333 0.32941176 0.3254902 ]
 ...
 [0.38431373 0.38431373 0.38039216 ... 0.50196078 0.50196078 0.50196078]
 [0.38431373 0.38431373 0.38431373 ... 0.50588235 0.50588235 0.50588235]
 [0.38431373 0.38431373 0.38431373 ... 0.50980392 0.50980392 0.50980392]]","(274, 458)",0
fs4198.jpg,"[[0.56862745 0.56862745 0.56470588 ... 0.56078431 0.56862745 0.56862745]
 [0.56862745 0.56862745 0.56470588 ... 0.56078431 0.56470588 0.56862745]
 [0.56862745 0.56470588 0.56470588 ... 0.56078431 0.56470588 0.56470588]
 ...
 [0.8745098  0.8745098  0.8745098  ... 0.8745098  0.8745098  0.8745098 ]
 [0.88235294 0.88235294 0.88235294 ... 0.87058824 0.87058824 0.87058824]
 [0.88235294 0.88235294 0.88235294 ... 0.86666667 0.87058824 0.87058824]]","(266, 400)",0
fs4926.jpg,"[[0.62352941 0.62352941 0.62352941 ... 0.66666667 0.67058824 0.67058824]
 [0.62352941 0.62352941 0.62352941 ... 0.66666667 0.67058824 0.67058824]
 [0.62745098 0.62745098 0.62745098 ... 0.67058824 0.67058824 0.67058824]
 ...
 [0.72941176 0.72941176 0.72941176 ... 0.76862745 0.76862745 0.76862745]
 [0.72156863 0.72156863 0.7254902  ... 0.76862745 0.76862745 0.76470588]
 [0.72156863 0.72156863 0.72156863 ... 0.76862745 0.76470588 0.76470588]]","(900, 1440)",0
fs4554.jpg,"[[0.51372549 0.51372549 0.51372549 ... 0.29411765 0.29803922 0.29803922]
 [0.51764706 0.51372549 0.50980392 ... 0.29411765 0.29803922 0.29803922]
 [0.51372549 0.51372549 0.50980392 ... 0.29411765 0.29803922 0.29803922]
 ...
 [0.83137255 0.83137255 0.83137255 ... 0.76862745 0.76862745 0.76862745]
 [0.83529412 0.83529412 0.83529412 ... 0.75686275 0.75686275 0.75686275]
 [0.83921569 0.83921569 0.83921569 ... 0.75294118 0.75294118 0.75294118]]","(260, 400)",0
fs4135.jpg,"[[0.40392157 0.40392157 0.40392157 ... 0.36862745 0.37254902 0.37254902]
 [0.40392157 0.40392157 0.40392157 ... 0.36862745 0.36862745 0.37254902]
 [0.40392157 0.40392157 0.40392157 ... 0.36862745 0.36862745 0.37254902]
 ...
 [0.44313725 0.44313725 0.44313725 ... 0.45098039 0.45098039 0.45098039]
 [0.44313725 0.44313725 0.44313725 ... 0.45098039 0.45490196 0.45490196]
 [0.44313725 0.44313725 0.44313725 ... 0.45490196 0.45490196 0.45490196]]","(560, 840)",0
fs4692.jpg,"[[0.36862745 0.36862745 0.36862745 ... 0.22352941 0.22352941 0.22352941]
 [0.36862745 0.36862745 0.36862745 ... 0.22352941 0.22352941 0.22352941]
 [0.36862745 0.36862745 0.36862745 ... 0.22352941 0.22352941 0.22352941]
 ...
 [0.72156863 0.72156863 0.72156863 ... 0.68235294 0.67843137 0.67843137]
 [0.72156863 0.72156863 0.72156863 ... 0.67058824 0.6627451  0.6627451 ]
 [0.72156863 0.72156863 0.72156863 ... 0.6627451  0.65882353 0.65490196]]","(300, 400)",0
fs4585.jpg,"[[0.1372549  0.1372549  0.1372549  ... 0.08627451 0.08235294 0.0745098 ]
 [0.1372549  0.1372549  0.14117647 ... 0.09019608 0.08627451 0.07843137]
 [0.14509804 0.14509804 0.14901961 ... 0.10196078 0.09411765 0.09019608]
 ...
 [0.77254902 0.77254902 0.77254902 ... 0.69803922 0.68627451 0.68235294]
 [0.76862745 0.76862745 0.76862745 ... 0.68627451 0.67843137 0.6745098 ]
 [0.76862745 0.76470588 0.76470588 ... 0.67843137 0.6745098  0.67058824]]","(266, 400)",0
fs4222.jpg,"[[0.38823529 0.38431373 0.38039216 ... 0.32941176 0.32941176 0.32941176]
 [0.38823529 0.38431373 0.38039216 ... 0.3254902  0.32941176 0.32941176]
 [0.38431373 0.38431373 0.38039216 ... 0.32156863 0.3254902  0.3254902 ]
 ...
 [0.5372549  0.52941176 0.52156863 ... 0.52156863 0.52156863 0.52156863]
 [0.5372549  0.52941176 0.51764706 ... 0.52941176 0.52941176 0.52941176]
 [0.5372549  0.52941176 0.51372549 ... 0.53333333 0.53333333 0.53333333]]","(240, 416)",0
fs4879.jpg,"[[0.4        0.39607843 0.39215686 ... 0.4        0.39607843 0.39607843]
 [0.39607843 0.39215686 0.38431373 ... 0.39607843 0.39215686 0.39215686]
 [0.38823529 0.38431373 0.38039216 ... 0.39215686 0.38823529 0.38431373]
 ...
 [0.42352941 0.41568627 0.40784314 ... 0.43137255 0.42745098 0.42352941]
 [0.42352941 0.41568627 0.40784314 ... 0.42745098 0.42352941 0.42352941]
 [0.41960784 0.41568627 0.40784314 ... 0.42352941 0.42352941 0.41960784]]","(257, 400)",0
fs4553.jpg,"[[0.37254902 0.37254902 0.36862745 ... 0.1372549  0.1372549  0.1372549 ]
 [0.37254902 0.37254902 0.37254902 ... 0.1372549  0.1372549  0.1372549 ]
 [0.37254902 0.37254902 0.37254902 ... 0.1372549  0.1372549  0.1372549 ]
 ...
 [0.83137255 0.83529412 0.83921569 ... 0.65098039 0.65098039 0.65098039]
 [0.83137255 0.83137255 0.83529412 ... 0.61568627 0.62352941 0.62745098]
 [0.82745098 0.83137255 0.83137255 ... 0.6        0.60784314 0.61176471]]","(266, 400)",0
fs4921.jpg,"[[0.15686275 0.15686275 0.15686275 ... 0.21568627 0.21568627 0.21568627]
 [0.15686275 0.15686275 0.15686275 ... 0.21568627 0.21568627 0.21568627]
 [0.16078431 0.16078431 0.16078431 ... 0.21568627 0.21568627 0.21568627]
 ...
 [0.71764706 0.71372549 0.70196078 ... 0.75686275 0.75686275 0.75686275]
 [0.7254902  0.7254902  0.71764706 ... 0.76078431 0.76470588 0.76470588]
 [0.73333333 0.72941176 0.7254902  ... 0.76862745 0.76862745 0.76862745]]","(300, 400)",0
fs4132.jpg,"[[0.18823529 0.18823529 0.18823529 ... 0.2        0.2        0.2       ]
 [0.18823529 0.18823529 0.18823529 ... 0.2        0.2        0.2       ]
 [0.18823529 0.18823529 0.18823529 ... 0.2        0.2        0.2       ]
 ...
 [0.50196078 0.50588235 0.50588235 ... 0.49411765 0.49019608 0.49019608]
 [0.50980392 0.50980392 0.50980392 ... 0.49411765 0.49019608 0.49019608]
 [0.50980392 0.50980392 0.50588235 ... 0.49411765 0.49411765 0.49019608]]","(266, 400)",0
fs4644.jpg,"[[0.37647059 0.37647059 0.38039216 ... 0.3372549  0.3372549  0.3372549 ]
 [0.37647059 0.37647059 0.38039216 ... 0.34117647 0.3372549  0.3372549 ]
 [0.37647059 0.37647059 0.37647059 ... 0.34117647 0.34117647 0.34117647]
 ...
 [1.         1.         0.98823529 ... 1.         1.         1.        ]
 [1.         1.         0.99607843 ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]]","(280, 400)",0
fs4225.jpg,"[[0.52156863 0.52156863 0.52156863 ... 0.54117647 0.54117647 0.54117647]
 [0.52156863 0.52156863 0.52156863 ... 0.54117647 0.54117647 0.54117647]
 [0.52156863 0.52156863 0.52156863 ... 0.54117647 0.54117647 0.54117647]
 ...
 [0.8745098  0.87843137 0.88627451 ... 0.87843137 0.87058824 0.86666667]
 [0.8745098  0.87843137 0.88235294 ... 0.8745098  0.87058824 0.87058824]
 [0.8745098  0.87843137 0.88235294 ... 0.8745098  0.87058824 0.87058824]]","(229, 400)",0
fs4582.jpg,"[[0.30196078 0.29803922 0.29411765 ... 0.3254902  0.31372549 0.30980392]
 [0.30196078 0.29803922 0.29411765 ... 0.3254902  0.31764706 0.30980392]
 [0.30588235 0.30588235 0.30588235 ... 0.33333333 0.3254902  0.31764706]
 ...
 [0.98039216 0.98039216 0.98039216 ... 0.90588235 0.91372549 0.91372549]
 [0.98039216 0.98039216 0.98039216 ... 0.90196078 0.90980392 0.91372549]
 [0.98039216 0.98039216 0.98039216 ... 0.90196078 0.90980392 0.90980392]]","(266, 400)",0
fs4301.jpg,"[[0.29803922 0.29803922 0.29803922 ... 0.38431373 0.38431373 0.38431373]
 [0.29803922 0.29803922 0.29803922 ... 0.38431373 0.38431373 0.38431373]
 [0.29803922 0.29803922 0.29803922 ... 0.38039216 0.38431373 0.38431373]
 ...
 [0.59215686 0.6        0.62745098 ... 0.8        0.79215686 0.78431373]
 [0.58039216 0.58039216 0.59215686 ... 0.76470588 0.75294118 0.74509804]
 [0.57647059 0.57647059 0.58431373 ... 0.74901961 0.7372549  0.72941176]]","(266, 400)",0
fs4477.jpg,"[[0.31764706 0.32156863 0.3254902  ... 0.3372549  0.33333333 0.33333333]
 [0.31764706 0.32156863 0.3254902  ... 0.3372549  0.33333333 0.33333333]
 [0.31764706 0.31764706 0.32156863 ... 0.3372549  0.3372549  0.3372549 ]
 ...
 [0.66666667 0.67843137 0.69803922 ... 0.71764706 0.71764706 0.72156863]
 [0.67058824 0.67843137 0.69019608 ... 0.71764706 0.71764706 0.71764706]
 [0.6745098  0.68235294 0.69019608 ... 0.71764706 0.71372549 0.71372549]]","(240, 400)",0
fs4288.jpg,"[[0.57254902 0.57254902 0.56862745 ... 0.38039216 0.38039216 0.38431373]
 [0.57254902 0.57254902 0.56862745 ... 0.38039216 0.38039216 0.38431373]
 [0.57254902 0.56862745 0.56470588 ... 0.37647059 0.38039216 0.38039216]
 ...
 [0.89803922 0.89803922 0.89803922 ... 0.77254902 0.78431373 0.79215686]
 [0.90196078 0.90196078 0.90196078 ... 0.77254902 0.78431373 0.79215686]
 [0.90588235 0.90588235 0.90196078 ... 0.77254902 0.78431373 0.79215686]]","(300, 400)",0
fs4259.jpg,"[[0.45882353 0.45882353 0.45882353 ... 0.4627451  0.4627451  0.4627451 ]
 [0.45882353 0.45882353 0.45882353 ... 0.4627451  0.4627451  0.4627451 ]
 [0.45490196 0.45882353 0.45882353 ... 0.4627451  0.4627451  0.4627451 ]
 ...
 [0.51372549 0.51372549 0.51372549 ... 0.4627451  0.4627451  0.45882353]
 [0.51764706 0.51764706 0.51764706 ... 0.51764706 0.51764706 0.52156863]
 [0.51764706 0.51764706 0.51764706 ... 0.55294118 0.55294118 0.55686275]]","(240, 401)",0
